,dominant_topic,original_text,topic_perc_contrib,tokens,num_tokens,unique_tokens,num_unique_tokens,keywords,correct
359,Series Authenticity,highly engaging. well thought out and balanced game mechanics. I have clocked in over 100 hrs in first month of its release. Very deep game with lots to learn if you are new to the series. I have had no issues with multiplayer or campaign. The campaign offers so much depth with negotiation mechanics and empire building. Its got all the classic total war elements and has improved them greatly over the years. The UI is insanely well done.,0.585600019,"['thought', 'mechanic', 'hrs', 'month', 'series', 'issue', 'multiplayer', 'campaign', 'campaign', 'depth', 'negotiation', 'mechanic', 'empire', 'building', 'classic_total_war', 'element', 'year']",17,"['hrs', 'depth', 'mechanic', 'negotiation', 'issue', 'campaign', 'empire', 'element', 'multiplayer', 'series', 'month', 'thought', 'classic_total_war', 'building', 'year']",15,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2966,Series Authenticity,"As a fan of dynasty warriors for most of my life, this game is exactly what I've been waiting for. Have yet to try the historical mode but the romance mode is amazing and the characters seem mostly balanced, although I am yet to face Lu Bu.",0.624800026,"['fan', 'dynasty_warriors', 'life', 'try', 'historical_mode', 'romance_mode', 'character', 'face', 'lu_bu']",9,"['dynasty_warriors', 'face', 'romance_mode', 'lu_bu', 'life', 'fan', 'historical_mode', 'character', 'try']",9,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1742,Series Authenticity,"Overall, I enjoyed the game thoroughly and feel this game is an excellent addition to the total war series. Here are some pros and cons I've gathered based on my 100+ hours of playtime:

The good: 
-Excellent duel animations (though more variety is always welcome)
-Best diplomacy system of the series.
-Character driven romance mode( I see this as a positive, others might not). A more traditional mode, a records mode is also available. 
-The addition of RPG elements in game adds immersion to the game.
-Highly polished game.

The bad:
-No significant improvement on the battle side.
-Lack of unit variety (can be expanded  upon through dlcs)
-Some game mechanics are not well explained and require further search by the players (e.g. corruption, building chains).
-The Three Kingdoms lore and its characters might not appeal to everyone, but as the characters play an important part in the game, I can see how some might be turned off by them.
- End game is the same as any other total war game and is still a hard slog to get through.",0.549799979,"['excellent_addition', 'total_war_series', 'pros_cons', '100_hours', 'playtime', 'duel', 'animation', 'variety', 'diplomacy', 'series', 'character_driven', 'romance_mode', 'mode', 'records_mode', 'addition', 'rpg_elements', 'immersion', 'improvement', 'battle', 'lack_unit_variety', 'dlcs', 'mechanic', 'search', 'player', 'corruption', 'building_chains', 'three_kingdoms', 'lore', 'character', 'character', 'end', 'slog']",32,"['duel', 'lack_unit_variety', 'romance_mode', 'building_chains', 'slog', 'excellent_addition', 'lore', 'character', 'search', 'character_driven', 'total_war_series', 'battle', 'addition', 'rpg_elements', 'dlcs', 'three_kingdoms', 'corruption', 'diplomacy', 'playtime', 'mechanic', '100_hours', 'player', 'pros_cons', 'animation', 'immersion', 'series', 'end', 'mode', 'improvement', 'variety', 'records_mode']",31,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2872,Tactical Gameplay,"Awesome Game with new Features however this is a AAA game in a series and they are not improving anything that a total war game has been lacking for ages. I love this game but I CANNOT FREAKING WAIT for workshop support as its up to the people to fix CA since they put all their $$ into marketing/hype

Campaign is probably one of the best in the series however AI still cheats
Diplomancy is amazing in this one compared to the others vast improvement but still requires some work that CA will never put in.

ISSUES:
- Unit Combat/animations  have taken a huge hit only with improvement with the generals. Literally Rome Total War 2 has better unit to unit combat. Also units/cavalry don't put up their shields while being pelted with 1000s of arrows.
- Retreat with ambushed is broken. The evac point is useless
- Arrow Trails looked like they were made by an intern
- Unit replishment is a little too hard for AI and player but need a mechanic for player/ai to not get screwed after losing one battle, and time before next attack from a huge army if loses are met 
- At least Koei knows how to color code factions? I get realism but its like yellow against yellow half the time in my region",0.591000021,"['new_features', 'aaa', 'series', 'age', 'workshop', 'support', 'people', 'campaign', 'probably_one_best', 'series', 'ai_cheats', 'diplomancy', 'improvement', 'work', 'issue', 'unit', 'combatanimation', 'hit', 'improvement', 'general', 'unit', 'unit', 'combat', 'unitscavalry', 'shield', 'arrow', 'evac', 'point', 'arrow', 'trail', 'unit', 'ai', 'player', 'mechanic', 'playerai', 'battle', 'attack', 'army', 'color', 'code', 'faction', 'realism', 'yellow', 'region']",44,"['unitscavalry', 'age', 'evac', 'ai_cheats', 'battle', 'combat', 'people', 'hit', 'faction', 'work', 'support', 'general', 'workshop', 'mechanic', 'diplomancy', 'player', 'issue', 'new_features', 'campaign', 'probably_one_best', 'code', 'series', 'shield', 'point', 'playerai', 'realism', 'combatanimation', 'region', 'improvement', 'ai', 'attack', 'yellow', 'unit', 'color', 'army', 'trail', 'arrow', 'aaa']",38,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",1
1930,Series Authenticity,"I own most of the total war games and like them, but i found this game similar to how i felt about shogun 2, limited map and limited units between the factions. Maybe when some more DLC comes out ill come back to it, but for now my fav total war game is still warhammer 2.

8/10",0.563600004,"['total_war_games', 'shogun_two', 'map', 'unit', 'faction', 'dlc', 'warhammer_two']",7,"['unit', 'dlc', 'faction', 'map', 'total_war_games', 'shogun_two', 'warhammer_two']",7,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",0
530,Series Authenticity,Can you provide us a seasonal pass including all dlc? I will buy it,0.77609998,"['pass', 'dlc', 'buy']",3,"['dlc', 'pass', 'buy']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1244,Game Stability,Absolutely stellar. After the recent fixes it's even better.,0.559599996,['fix'],1,['fix'],1,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix",1
416,Series Authenticity,"Been a Total War fan for a long time, as well as a Dynasty Warriors fan. I feel they did right ??",0.866100013,"['fan', 'long_time', 'dynasty_warriors', 'fan']",4,"['dynasty_warriors', 'long_time', 'fan']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
819,Series Authenticity,always loved the total war franchise and the three kingdoms story. this is a great combination of the two. just wish there were more playable campaigns.,0.903800011,"['total_war_franchise', 'three_kingdoms', 'story', 'combination', 'wish', 'campaign']",6,"['campaign', 'wish', 'total_war_franchise', 'story', 'combination', 'three_kingdoms']",6,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
858,Series Authenticity,I must say favorite total war game.,0.666400015,['favorite_total_war'],1,['favorite_total_war'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
3040,Series Authenticity,"best total war game I have ever played.
10/10
hope all the next games from CA will be in the same format",0.775900006,"['best_total_war', 'hope']",2,"['hope', 'best_total_war']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
411,Series Authenticity,Got a general I didn't like because he smiled weird. He got kidnapped. Didn't pay 500 to free him. He was executed. 10/10,0.664600015,['pay'],1,['pay'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",0
672,Tactical Gameplay,Good game but paying extra for blood effects is a blatant and insulting cash grab.,0.373800009,"['blood', 'effect', 'cash', 'grab']",4,"['grab', 'cash', 'blood', 'effect']",4,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",0
313,Series Authenticity,Romance mode is totally Dynasty Warriors: Total War,0.776000023,"['romance_mode', 'dynasty_warriors']",2,"['dynasty_warriors', 'romance_mode']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
3299,Series Authenticity,"Epic three kingdom strategy game, worth it!",0.578299999,"['three_kingdom', 'strategy', 'worth']",3,"['strategy', 'three_kingdom', 'worth']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1980,Series Authenticity,Oh my fucking god its so awesome!!! I mean the game in the Trailer haha. But anyway it is a good game indeed!!!!!,0.777499974,"['trailer', 'haha']",2,"['trailer', 'haha']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1238,Series Authenticity,Total War: Dynasty Warriors. I'm down.,0.660899997,['dynasty_warriors'],1,['dynasty_warriors'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
3599,Series Authenticity,CA have outdone themselves this time. This game is absolutely incredible!,0.332800001,[],0,[],0,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1133,Series Authenticity,"Great introduction with the duel aspect, great game would highly recommend to strategy enthusiasts",0.888000011,"['introduction', 'duel', 'aspect', 'highly_recommend', 'strategy', 'enthusiast']",6,"['enthusiast', 'duel', 'strategy', 'aspect', 'highly_recommend', 'introduction']",6,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2367,Series Authenticity,"I only ever play Total war or Battelfield.

I have skipped all the versions produced following Atilla. Rome was great and awesome (except for its issues initially). Atilla was not bad but did not stand out and felt too similar to Rome 2. 

Having played Total war titles since Medieval 1, this is by far the second best title of CA (first position reserved for Medieval 2).

Great effort. I usually dislike a title setting that is restricted to a single culture (like Shogun), but this surprised me in every way. The new creativity in 'Heros' system is awesome and  perfectly links it the experience I have had in Dynasty Warriors. 


",0.715799987,"['battelfield', 'version', 'atilla', 'rome', 'issue', 'stand', 'rome_two', 'total_war_titles', 'title', 'medieval_two', 'effort', 'title', 'setting', 'culture', 'shogun', 'way', 'creativity', 'hero', 'experience', 'dynasty_warriors']",20,"['dynasty_warriors', 'way', 'version', 'creativity', 'effort', 'medieval_two', 'hero', 'rome_two', 'atilla', 'stand', 'issue', 'battelfield', 'setting', 'rome', 'title', 'shogun', 'experience', 'total_war_titles', 'culture']",19,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
